seed -- A -- B -- C -- D
1,3,0,1
2,3,0,0
3,0,0,3
4,3,3,2
5,3,2,0
6,0,1,2
7,3,2,2
8,1,3,1
9,0,2,2
10,0,3,2
11,3,3,1
12,2,2,2
13,0,1,2
14,1,1,3
15,2,0,1
16,1,2,2
17,2,1,1
18,1,2,1
19,1,2,3
20,2,0,1
21,1,0,2
22,0,3,0
23,1,2,3
24,3,0,0
25,3,1,2
26,0,3,3
27,2,2,1
28,3,1,0
29,2,0,0
30,3,0,0
31,1,2,0
32,0,0,1
33,0,0,2
34,0,0,0
35,0,3,2
36,1,0,2
37,2,0,3
38,2,2,3
39,0,1,2
40,1,3,3
41,2,3,2
42,3,0,3
43,2,0,1
44,3,1,1
45,3,3,2
46,1,0,0
47,0,2,3
48,0,1,2
49,3,2,1
50,0,2,0
51,0,3,3
52,3,2,2
53,2,0,0
54,0,0,1
55,3,0,3
56,2,1,0
57,0,3,1
58,1,3,1
59,3,3,1
60,3,2,0
61,3,1,3
62,3,0,2
63,1,3,1
64,3,0,2
65,2,1,3
66,1,0,2
67,0,3,2
68,0,3,0
69,2,2,2
70,2,3,2
71,3,0,3
72,1,3,0
73,1,3,3
74,1,3,3
75,1,0,2
76,1,3,0
77,2,0,3
78,2,2,0
79,1,3,3
80,1,1,0
81,0,3,1
82,3,2,3
83,2,3,1
84,1,1,3
85,2,2,2
86,0,1,0
87,3,3,3
88,3,0,1
89,1,3,0
90,1,2,2
91,2,1,3
92,1,1,3
93,2,3,3
94,3,0,3
95,1,2,3
96,3,1,1
97,3,2,0
98,3,2,3
99,2,3,0
100,3,1,2
101,3,1,3
102,1,2,3
103,3,0,3
104,3,0,0
105,3,3,3
106,2,0,0
107,0,0,0
108,1,2,0
109,2,3,0
110,3,3,3
111,0,3,2
112,2,3,1
113,1,1,2
114,1,1,3
115,2,0,3
116,1,1,2
117,3,0,0
118,0,1,0
119,3,2,0
120,1,3,0
121,1,2,0
122,3,0,3
123,3,3,3
124,2,3,1
125,3,2,1
126,0,3,3
127,3,1,1
128,3,0,3
129,3,2,2
130,2,1,2
131,1,1,0
132,1,3,1
133,0,3,3
134,3,2,3
135,3,0,2
136,1,3,1
137,0,0,1
138,2,0,2
139,0,2,0
140,0,0,2
141,1,1,1
142,3,2,1
143,0,2,1
144,1,3,0
145,2,1,2
146,1,3,3
147,3,3,0
148,0,0,1
149,3,1,1
150,3,1,3
151,0,1,3
152,1,3,2
153,0,1,3
154,1,3,0
155,0,1,2
156,0,1,0
157,3,1,2
158,1,1,1
159,1,2,3
160,1,2,2
161,0,3,0
162,3,3,0
163,1,1,0
164,2,1,3
165,3,0,0
166,1,1,1
167,3,1,1
168,1,0,0
169,0,0,2
170,1,3,3
171,1,3,2
172,0,2,2
173,0,1,0
174,1,2,3
175,1,0,3
176,1,2,3
177,0,2,2
178,0,1,1
179,2,0,1
180,0,1,2
181,1,3,2
182,0,1,0
183,0,2,3
184,2,3,2
185,1,0,2
186,1,0,2
187,0,0,1
188,2,1,1
189,3,2,1
190,1,0,1
191,2,2,2
192,3,2,0
193,0,0,3
194,3,3,1
195,0,3,0
196,2,2,3
197,3,1,2
198,2,1,2
199,1,0,3
200,2,0,3
201,3,0,0
202,1,2,0
203,3,0,2
204,0,2,1
205,2,0,1
206,2,1,3
207,3,3,2
208,3,1,3
209,3,0,2
210,2,1,2
211,2,0,2
212,0,2,0
213,3,2,2
214,0,0,3
215,1,2,1
216,1,0,3
217,0,1,3
218,0,0,0
219,1,3,1
220,2,3,3
221,3,3,1
222,3,0,3
223,1,3,0
224,3,0,3
225,1,2,0
226,1,3,0
227,2,1,2
228,2,1,0
229,3,1,2
230,2,3,3
231,1,3,1
232,1,3,0
233,1,3,1
234,0,2,1
235,2,3,1
236,0,3,2
237,2,0,3
238,1,0,0
239,3,0,2
240,1,1,0
241,1,1,0
242,2,1,2
243,1,1,3
244,3,2,0
245,0,3,0
246,2,2,2
247,3,3,1
248,2,3,0
249,2,0,0
250,3,0,0
251,2,2,3
252,2,2,3
253,2,3,3
254,3,0,2
255,2,0,3
256,2,2,3
257,3,1,0
258,0,2,2
259,1,0,0
260,3,3,3
261,0,3,1
262,1,1,3
263,1,1,2
264,3,2,2
265,3,3,0
266,2,0,2
267,0,1,1
268,1,0,3
269,1,3,1
270,1,1,0
271,2,3,3
272,0,1,1
273,2,1,2
274,1,0,3
275,1,2,2
276,1,2,1
277,3,1,1
278,1,3,0
279,2,2,1
280,2,0,0
281,0,2,0
282,0,2,1
283,3,0,3
284,2,0,3
285,3,3,2
286,2,0,2
287,1,1,0
288,3,1,3
289,1,2,3
290,1,0,2
291,1,2,1
292,3,2,1
293,3,0,3
294,1,2,1
295,0,3,3
296,1,2,1
297,1,3,3
298,1,1,0
299,1,3,1
300,0,0,1
301,0,1,0
302,1,3,2
303,0,1,3
304,1,2,1
305,1,2,3
306,0,1,0
307,1,0,1
308,2,2,3
309,1,3,3
310,1,2,2
311,2,0,2
312,2,2,1
313,1,2,3
314,2,3,0
315,3,3,3
316,0,0,0
317,2,3,2
318,2,2,3
319,1,0,2
320,1,3,0
321,0,3,3
322,1,0,2
323,1,1,3
324,2,1,0
325,2,3,1
326,2,2,0
327,1,3,0
328,1,1,2
329,3,0,3
330,3,3,0
331,0,2,2
332,0,0,0
333,0,1,0
334,3,1,3
335,1,2,0
336,2,3,3
337,3,3,0
338,3,3,2
339,2,0,2
340,0,3,3
341,3,0,0
342,0,0,2
343,0,1,3
344,0,2,2
345,1,1,0
346,0,1,1
347,3,0,3
348,3,0,2
349,3,1,3
350,0,3,2
351,1,0,1
352,1,2,2
353,2,3,1
354,3,3,3
355,1,2,3
356,1,0,2
357,2,1,1
358,2,1,1
359,2,1,3
360,0,0,0
361,3,1,2
362,1,1,2
363,3,0,3
364,0,3,3
365,0,3,2
366,2,3,3
367,2,3,1
368,1,3,0
369,2,0,2
370,1,3,0
371,1,1,1
372,3,1,1
373,2,1,2
374,3,2,3
375,3,2,2
376,3,0,2
377,1,2,0
378,3,0,3
379,0,1,0
380,2,1,1
381,3,3,2
382,1,1,3
383,1,0,2
384,0,1,0
385,2,0,1
386,2,0,1
387,0,2,2
388,2,3,0
389,2,1,0
390,0,1,3
391,2,3,1
392,2,0,3
393,2,1,3
394,0,1,3
395,1,0,0
396,2,2,0
397,3,0,1
398,2,0,1
399,2,2,2
400,0,2,1
401,2,2,0
402,3,3,3
403,1,2,0
404,1,3,1
405,1,0,2
406,1,2,0
407,0,3,0
408,2,2,1
409,1,0,3
410,3,3,1
411,0,3,1
412,3,1,1
413,3,0,3
414,1,3,3
415,2,3,3
416,1,3,2
417,2,0,2
418,1,2,2
419,0,2,0
420,1,2,1
421,0,2,2
422,2,2,0
423,3,0,1
424,1,0,2
425,3,0,3
426,3,3,0
427,2,3,3
428,3,2,3
429,1,1,0
430,1,2,2
431,0,2,2
432,0,2,3
433,1,1,1
434,1,0,1
435,1,0,1
436,0,1,2
437,0,1,0
438,1,0,2
439,2,3,3
440,1,0,3
441,1,0,1
442,2,1,3
443,3,3,0
444,1,3,3
445,0,3,1
446,3,1,1
447,2,2,2
448,0,1,1
449,1,0,0
450,0,1,2
451,1,2,0
452,2,0,3
453,0,1,1
454,3,3,3
455,3,1,0
456,0,1,3
457,1,3,2
458,0,0,3
459,1,0,0
460,3,2,3
461,0,0,1
462,0,2,3
463,2,2,2
464,3,2,2
465,3,0,0
466,0,3,3
467,2,1,0
468,0,1,0
469,3,0,0
470,2,3,3
471,2,3,1
472,3,1,3
473,2,2,1
474,2,2,3
475,3,1,3
476,0,1,1
477,2,0,3
478,0,2,0
479,2,1,3
480,3,3,2
481,1,2,2
482,0,2,0
483,3,1,2
484,2,1,3
485,0,0,0
486,0,2,0
487,2,0,2
488,1,3,3
489,1,0,2
490,3,3,0
491,0,1,2
492,1,2,2
493,3,3,0
494,3,0,0
495,0,3,2
496,3,0,0
497,2,2,1
498,3,1,0
499,2,1,0
500,0,2,3
501,1,2,2
502,1,1,0
503,1,1,0
504,3,1,3
505,0,1,3
506,1,3,2
507,3,1,0
508,3,3,1
509,3,3,0
510,3,2,2
511,1,3,2
512,0,1,1
513,1,3,3
514,1,2,3
515,1,0,0
516,2,2,1
517,3,2,3
518,0,2,3
519,2,2,2
520,1,1,0
521,2,0,0
522,0,3,3
523,0,0,0
524,0,0,3
525,2,1,0
526,0,0,2
527,1,0,3
528,1,3,2
529,0,2,1
530,2,3,3
531,3,3,2
532,2,3,1
533,3,0,1
534,0,2,0
535,1,3,0
536,2,0,3
537,0,2,1
538,0,2,2
539,3,2,3
540,1,3,2
541,3,2,3
542,1,2,0
543,2,1,0
544,2,3,1
545,3,2,1
546,3,0,1
547,2,2,0
548,0,3,0
549,1,0,2
550,0,1,3
551,0,3,0
552,0,1,0
553,0,3,0
554,2,0,2
555,3,0,2
556,2,3,1
557,1,0,0
558,3,0,2
559,2,0,0
560,3,1,2
561,1,0,0
562,3,3,0
563,2,1,1
564,0,3,0
565,1,1,3
566,1,0,0
567,1,2,3
568,3,3,1
569,3,3,3
570,3,3,0
571,3,3,2
572,3,2,3
573,2,3,0
574,0,2,2
575,2,3,2
576,1,2,2
577,2,3,2
578,1,2,0
579,1,3,1
580,0,0,0
581,2,1,2
582,1,1,0
583,3,3,0
584,1,0,0
585,0,3,3
586,1,0,3
587,2,3,1
588,1,3,1
589,3,2,1
590,2,0,3
591,1,1,0
592,1,2,3
593,3,1,1
594,0,3,2
595,1,0,0
596,2,3,2
597,2,1,3
598,0,0,0
599,1,0,1
600,0,0,1
601,3,3,0
602,1,1,0
603,3,3,0
604,0,1,3
605,3,2,1
606,1,0,0
607,1,1,3
608,2,0,1
609,0,2,3
610,3,0,0
611,3,1,3
612,0,1,3
613,2,2,2
614,3,0,0
615,3,3,0
616,3,0,3
617,1,2,3
618,2,0,1
619,3,3,3
620,2,3,2
621,3,3,2
622,0,0,0
623,2,3,2
624,3,2,0
625,2,3,3
626,3,0,1
627,0,0,3
628,1,1,0
629,3,0,2
630,1,1,1
631,3,2,3
632,0,2,3
633,0,0,2
634,3,3,1
635,1,2,3
636,1,2,2
637,1,2,0
638,2,3,3
639,3,1,2
640,1,2,1
641,0,1,3
642,3,3,1
643,3,2,1
644,3,0,3
645,1,3,3
646,2,2,0
647,1,2,2
648,1,0,2
649,1,0,2
